pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0051,03.11.00,Pesca marina,Sicurezza,Segnalex|Riskix,Checkix|Prepostix,Pesca marina — Pericolo vs Metodo81+,SICURIX_TALES_0051_031100_pesca_marina_SICUREZZA_v1.png
0052,03.12.00,Pesca in acque dolci,Sicurezza,Riskix|Cadutix,Scudix|Formix,Pesca in acque dolci — Pericolo vs Metodo81+,SICURIX_TALES_0052_031200_pesca_in_acque_dolci_SICUREZZA_v1.png
0053,03.21.01,Coltivazione di alghe marine,Sicurezza,Cadutix|Schiaccix,Prepostix|Checkix,Coltivazione di alghe marine — Pericolo vs Metodo81+,SICURIX_TALES_0053_032101_coltivazione_di_alghe_marine_SICUREZZA_v1.png
0054,03.21.09,Altre attività di acquacoltura marina,Sicurezza,Schiaccix|Voltix,Formix|Scudix,Altre attività di acquacoltura marina — Pericolo vs Metodo81+,SICURIX_TALES_0054_032109_altre_attivit_di_acquacoltura_marina_SICUREZZA_v1.png
0055,03.22.01,Coltivazione di alghe in acque dolci,Sicurezza,Voltix|Fumix,Checkix|Prepostix,Coltivazione di alghe in acque dolci — Pericolo vs Metodo81+,SICURIX_TALES_0055_032201_coltivazione_di_alghe_in_acque_dolci_SICUREZZA_v1.png
0056,03.22.09,Altre attività di acquacoltura in acque dolci,Sicurezza,Fumix|Polverix,Scudix|Formix,Altre attività di acquacoltura in acque dolc — Pericolo vs Metodo81+,SICURIX_TALES_0056_032209_altre_attivit_di_acquacoltura_in_acque_d_SICUREZZA_v1.png
0057,03.30.00,Attività di supporto alla pesca e all'acquacoltura,Sicurezza,Polverix|Nondpix,Prepostix|Checkix,Attività di supporto alla pesca e all'acquac — Pericolo vs Metodo81+,SICURIX_TALES_0057_033000_attivit_di_supporto_alla_pesca_e_all_acq_SICUREZZA_v1.png
0058,05.10.00,Estrazione di antracite,Sicurezza,Nondpix|Segnalex,Formix|Scudix,Estrazione di antracite — Pericolo vs Metodo81+,SICURIX_TALES_0058_051000_estrazione_di_antracite_SICUREZZA_v1.png
0059,05.20.00,Estrazione di lignite,Sicurezza,Segnalex|Sottovalutix,Checkix|Prepostix,Estrazione di lignite — Pericolo vs Metodo81+,SICURIX_TALES_0059_052000_estrazione_di_lignite_SICUREZZA_v1.png
0060,06.10.00,Estrazione di petrolio greggio,Sicurezza,Sottovalutix|Frettix,Scudix|Formix,Estrazione di petrolio greggio — Pericolo vs Metodo81+,SICURIX_TALES_0060_061000_estrazione_di_petrolio_greggio_SICUREZZA_v1.png
0061,06.20.00,Estrazione di gas naturale,Sicurezza,Frettix|Improvvisix,Prepostix|Checkix,Estrazione di gas naturale — Pericolo vs Metodo81+,SICURIX_TALES_0061_062000_estrazione_di_gas_naturale_SICUREZZA_v1.png
0062,07.10.00,Estrazione di minerali metalliferi ferrosi,Sicurezza,Improvvisix|Caosix,Formix|Scudix,Estrazione di minerali metalliferi ferrosi — Pericolo vs Metodo81+,SICURIX_TALES_0062_071000_estrazione_di_minerali_metalliferi_ferro_SICUREZZA_v1.png
0063,07.21.00,Estrazione di minerali di uranio e torio,Sicurezza,Caosix|Segnalex,Checkix|Prepostix,Estrazione di minerali di uranio e torio — Pericolo vs Metodo81+,SICURIX_TALES_0063_072100_estrazione_di_minerali_di_uranio_e_torio_SICUREZZA_v1.png
0064,07.29.00,Estrazione di altri minerali metalliferi non ferrosi,Sicurezza,Segnalex|Riskix,Scudix|Formix,Estrazione di altri minerali metalliferi non — Pericolo vs Metodo81+,SICURIX_TALES_0064_072900_estrazione_di_altri_minerali_metalliferi_SICUREZZA_v1.png
0065,08.11.00,"Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre",Sicurezza,Riskix|Cadutix,Prepostix|Checkix,"Estrazione di pietre ornamentali, calcare, p — Pericolo vs Metodo81+",SICURIX_TALES_0065_081100_estrazione_di_pietre_ornamentali_calcare_SICUREZZA_v1.png
