pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
1151,85.59.99,Tutti gli altri servizi vari di istruzione e formazione n.c.a.,Privacy,Cancelix|Leakix,Cifrix|Documix,Tutti gli altri servizi vari di istruzione e — Pericolo vs Metodo81+,SICURIX_TALES_1151_855999_tutti_gli_altri_servizi_vari_di_istruzio_PRIVACY_v1.png
1152,85.61.00,Attività di servizi di intermediazione per corsi e tutor,Misto,Sottovalutix|Frettix|Leakix,Scudix|Formix,Attività di servizi di intermediazione per c — Pericolo vs Metodo81+,SICURIX_TALES_1152_856100_attivit_di_servizi_di_intermediazione_pe_MISTO_v1.png
1153,85.69.01,Consulenza scolastica e servizi di orientamento scolastico,Privacy,Phishix|Spyix,Documix|Privacix,Consulenza scolastica e servizi di orientame — Pericolo vs Metodo81+,SICURIX_TALES_1153_856901_consulenza_scolastica_e_servizi_di_orien_PRIVACY_v1.png
1154,85.69.09,Altri servizi vari di supporto all'istruzione e formazione n.c.a.,Privacy,Spyix|Hackix,Luxpectorix|Cifrix,Altri servizi vari di supporto all'istruzion — Pericolo vs Metodo81+,SICURIX_TALES_1154_856909_altri_servizi_vari_di_supporto_all_istru_PRIVACY_v1.png
1155,86.10.00,Attività ospedaliere,Sicurezza,Caosix|Segnalex,Checkix|Prepostix,Attività ospedaliere — Pericolo vs Metodo81+,SICURIX_TALES_1155_861000_attivit_ospedaliere_SICUREZZA_v1.png
1156,86.21.00,Attività di medicina generale,Sicurezza,Segnalex|Riskix,Scudix|Formix,Attività di medicina generale — Pericolo vs Metodo81+,SICURIX_TALES_1156_862100_attivit_di_medicina_generale_SICUREZZA_v1.png
1157,86.22.01,Trattamenti di chirurgia estetica,Sicurezza,Riskix|Cadutix,Prepostix|Checkix,Trattamenti di chirurgia estetica — Pericolo vs Metodo81+,SICURIX_TALES_1157_862201_trattamenti_di_chirurgia_estetica_SICUREZZA_v1.png
1158,86.22.02,Altre attività di medicina specialistica svolte da medici specialisti indipendenti,Sicurezza,Cadutix|Schiaccix,Formix|Scudix,Altre attività di medicina specialistica svo — Pericolo vs Metodo81+,SICURIX_TALES_1158_862202_altre_attivit_di_medicina_specialistica__SICUREZZA_v1.png
1159,86.22.03,Altre attività di medicina specialistica svolte presso cliniche e centri specialistici,Sicurezza,Schiaccix|Voltix,Checkix|Prepostix,Altre attività di medicina specialistica svo — Pericolo vs Metodo81+,SICURIX_TALES_1159_862203_altre_attivit_di_medicina_specialistica__SICUREZZA_v1.png
1160,86.23.00,Attività odontoiatriche,Sicurezza,Voltix|Fumix,Scudix|Formix,Attività odontoiatriche — Pericolo vs Metodo81+,SICURIX_TALES_1160_862300_attivit_odontoiatriche_SICUREZZA_v1.png
1161,86.91.01,Attività di diagnostica per immagini,Sicurezza,Fumix|Polverix,Prepostix|Checkix,Attività di diagnostica per immagini — Pericolo vs Metodo81+,SICURIX_TALES_1161_869101_attivit_di_diagnostica_per_immagini_SICUREZZA_v1.png
1162,86.91.02,Attività di laboratorio medico,Sicurezza,Polverix|Nondpix,Formix|Scudix,Attività di laboratorio medico — Pericolo vs Metodo81+,SICURIX_TALES_1162_869102_attivit_di_laboratorio_medico_SICUREZZA_v1.png
1163,86.92.00,Trasporto di pazienti in ambulanza,Sicurezza,Nondpix|Segnalex,Checkix|Prepostix,Trasporto di pazienti in ambulanza — Pericolo vs Metodo81+,SICURIX_TALES_1163_869200_trasporto_di_pazienti_in_ambulanza_SICUREZZA_v1.png
1164,86.93.00,"Attività di psicologi e psicoterapeuti, esclusi i medici",Sicurezza,Segnalex|Sottovalutix,Scudix|Formix,"Attività di psicologi e psicoterapeuti, escl — Pericolo vs Metodo81+",SICURIX_TALES_1164_869300_attivit_di_psicologi_e_psicoterapeuti_es_SICUREZZA_v1.png
1165,86.94.01,Attività infermieristiche,Sicurezza,Sottovalutix|Frettix,Prepostix|Checkix,Attività infermieristiche — Pericolo vs Metodo81+,SICURIX_TALES_1165_869401_attivit_infermieristiche_SICUREZZA_v1.png
1166,86.94.02,Attività ostetriche,Sicurezza,Frettix|Improvvisix,Formix|Scudix,Attività ostetriche — Pericolo vs Metodo81+,SICURIX_TALES_1166_869402_attivit_ostetriche_SICUREZZA_v1.png
1167,86.95.00,Attività di fisioterapia,Sicurezza,Improvvisix|Caosix,Checkix|Prepostix,Attività di fisioterapia — Pericolo vs Metodo81+,SICURIX_TALES_1167_869500_attivit_di_fisioterapia_SICUREZZA_v1.png
1168,86.96.01,Chinesiologia,Sicurezza,Caosix|Segnalex,Scudix|Formix,Chinesiologia — Pericolo vs Metodo81+,SICURIX_TALES_1168_869601_chinesiologia_SICUREZZA_v1.png
1169,86.96.09,Attività di medicine complementari e alternative n.c.a.,Sicurezza,Segnalex|Riskix,Prepostix|Checkix,Attività di medicine complementari e alterna — Pericolo vs Metodo81+,SICURIX_TALES_1169_869609_attivit_di_medicine_complementari_e_alte_SICUREZZA_v1.png
1170,86.97.00,"Attività di servizi di intermediazione per attività mediche, odontoiatriche e altri servizi per la salute umana",Sicurezza,Riskix|Cadutix,Formix|Scudix,Attività di servizi di intermediazione per a — Pericolo vs Metodo81+,SICURIX_TALES_1170_869700_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
1171,86.99.01,Tecniche di trattamento del corpo,Sicurezza,Cadutix|Schiaccix,Checkix|Prepostix,Tecniche di trattamento del corpo — Pericolo vs Metodo81+,SICURIX_TALES_1171_869901_tecniche_di_trattamento_del_corpo_SICUREZZA_v1.png
1172,86.99.02,Danza-movimento terapia,Sicurezza,Schiaccix|Voltix,Scudix|Formix,Danza-movimento terapia — Pericolo vs Metodo81+,SICURIX_TALES_1172_869902_danza_movimento_terapia_SICUREZZA_v1.png
1173,86.99.03,Attività di psicomotricità,Sicurezza,Voltix|Fumix,Prepostix|Checkix,Attività di psicomotricità — Pericolo vs Metodo81+,SICURIX_TALES_1173_869903_attivit_di_psicomotricit_SICUREZZA_v1.png
1174,86.99.09,Altre attività varie per la salute umana n.c.a.,Sicurezza,Fumix|Polverix,Formix|Scudix,Altre attività varie per la salute umana n.c — Pericolo vs Metodo81+,SICURIX_TALES_1174_869909_altre_attivit_varie_per_la_salute_umana__SICUREZZA_v1.png
1175,87.10.00,Attività di assistenza infermieristica residenziale,Sicurezza,Polverix|Nondpix,Checkix|Prepostix,Attività di assistenza infermieristica resid — Pericolo vs Metodo81+,SICURIX_TALES_1175_871000_attivit_di_assistenza_infermieristica_re_SICUREZZA_v1.png
1176,87.20.00,Attività di assistenza residenziale per persone affette da disturbi mentali o abuso di sostanze,Sicurezza,Nondpix|Segnalex,Scudix|Formix,Attività di assistenza residenziale per pers — Pericolo vs Metodo81+,SICURIX_TALES_1176_872000_attivit_di_assistenza_residenziale_per_p_SICUREZZA_v1.png
1177,87.30.00,Attività di assistenza residenziale per anziani o persone con disabilità fisiche,Sicurezza,Segnalex|Sottovalutix,Prepostix|Checkix,Attività di assistenza residenziale per anzi — Pericolo vs Metodo81+,SICURIX_TALES_1177_873000_attivit_di_assistenza_residenziale_per_a_SICUREZZA_v1.png
1178,87.91.00,Attività di servizi di intermediazione per attività di assistenza residenziale,Sicurezza,Sottovalutix|Frettix,Formix|Scudix,Attività di servizi di intermediazione per a — Pericolo vs Metodo81+,SICURIX_TALES_1178_879100_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
1179,87.99.00,Altre attività di assistenza residenziale n.c.a.,Sicurezza,Frettix|Improvvisix,Checkix|Prepostix,Altre attività di assistenza residenziale n. — Pericolo vs Metodo81+,SICURIX_TALES_1179_879900_altre_attivit_di_assistenza_residenziale_SICUREZZA_v1.png
1180,88.10.00,Attività di assistenza sociale non residenziale per anziani o persone con disabilità,Sicurezza,Improvvisix|Caosix,Scudix|Formix,Attività di assistenza sociale non residenzi — Pericolo vs Metodo81+,SICURIX_TALES_1180_881000_attivit_di_assistenza_sociale_non_reside_SICUREZZA_v1.png
1181,88.91.00,Attività di assistenza diurna per l'infanzia,Sicurezza,Caosix|Segnalex,Prepostix|Checkix,Attività di assistenza diurna per l'infanzia — Pericolo vs Metodo81+,SICURIX_TALES_1181_889100_attivit_di_assistenza_diurna_per_l_infan_SICUREZZA_v1.png
1182,88.99.01,Servizi di counselling,Sicurezza,Segnalex|Riskix,Formix|Scudix,Servizi di counselling — Pericolo vs Metodo81+,SICURIX_TALES_1182_889901_servizi_di_counselling_SICUREZZA_v1.png
1183,88.99.02,Consulenza familiare,Privacy,Phishix|Spyix,Documix|Privacix,Consulenza familiare — Pericolo vs Metodo81+,SICURIX_TALES_1183_889902_consulenza_familiare_PRIVACY_v1.png
1184,88.99.03,Mediazione culturale e interculturale,Sicurezza,Cadutix|Schiaccix,Scudix|Formix,Mediazione culturale e interculturale — Pericolo vs Metodo81+,SICURIX_TALES_1184_889903_mediazione_culturale_e_interculturale_SICUREZZA_v1.png
1185,88.99.04,Altre attività di assistenza sociale non residenziale fornite da pedagogisti,Sicurezza,Schiaccix|Voltix,Prepostix|Checkix,Altre attività di assistenza sociale non res — Pericolo vs Metodo81+,SICURIX_TALES_1185_889904_altre_attivit_di_assistenza_sociale_non__SICUREZZA_v1.png
