pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0151,16.11.00,Taglio e piallatura del legno,Sicurezza,Sottovalutix|Frettix,Checkix|Prepostix,Taglio e piallatura del legno — Pericolo vs Metodo81+,SICURIX_TALES_0151_161100_taglio_e_piallatura_del_legno_SICUREZZA_v1.png
0152,16.12.00,Lavorazione e finitura del legno,Sicurezza,Frettix|Improvvisix,Scudix|Formix,Lavorazione e finitura del legno — Pericolo vs Metodo81+,SICURIX_TALES_0152_161200_lavorazione_e_finitura_del_legno_SICUREZZA_v1.png
0153,16.21.00,Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno,Sicurezza,Improvvisix|Caosix,Prepostix|Checkix,Fabbricazione di fogli da impiallacciatura e — Pericolo vs Metodo81+,SICURIX_TALES_0153_162100_fabbricazione_di_fogli_da_impiallacciatu_SICUREZZA_v1.png
0154,16.22.00,Fabbricazione di pavimenti di legno con elementi pre-assemblati,Sicurezza,Caosix|Segnalex,Formix|Scudix,Fabbricazione di pavimenti di legno con elem — Pericolo vs Metodo81+,SICURIX_TALES_0154_162200_fabbricazione_di_pavimenti_di_legno_con__SICUREZZA_v1.png
0155,16.23.01,Fabbricazione di stand e strutture simili in legno per convegni e fiere,Sicurezza,Segnalex|Riskix,Checkix|Prepostix,Fabbricazione di stand e strutture simili in — Pericolo vs Metodo81+,SICURIX_TALES_0155_162301_fabbricazione_di_stand_e_strutture_simil_SICUREZZA_v1.png
0156,16.23.09,Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia n.c.a.,Sicurezza,Riskix|Cadutix,Scudix|Formix,Fabbricazione di altri prodotti di carpenter — Pericolo vs Metodo81+,SICURIX_TALES_0156_162309_fabbricazione_di_altri_prodotti_di_carpe_SICUREZZA_v1.png
0157,16.24.00,Fabbricazione di imballaggi in legno,Sicurezza,Cadutix|Schiaccix,Prepostix|Checkix,Fabbricazione di imballaggi in legno — Pericolo vs Metodo81+,SICURIX_TALES_0157_162400_fabbricazione_di_imballaggi_in_legno_SICUREZZA_v1.png
0158,16.25.00,Fabbricazione di porte e finestre in legno,Sicurezza,Schiaccix|Voltix,Formix|Scudix,Fabbricazione di porte e finestre in legno — Pericolo vs Metodo81+,SICURIX_TALES_0158_162500_fabbricazione_di_porte_e_finestre_in_leg_SICUREZZA_v1.png
0159,16.26.00,Produzione di combustibili solidi da biomassa vegetale,Sicurezza,Voltix|Fumix,Checkix|Prepostix,Produzione di combustibili solidi da biomass — Pericolo vs Metodo81+,SICURIX_TALES_0159_162600_produzione_di_combustibili_solidi_da_bio_SICUREZZA_v1.png
0160,16.27.00,Finitura di prodotti in legno,Sicurezza,Fumix|Polverix,Scudix|Formix,Finitura di prodotti in legno — Pericolo vs Metodo81+,SICURIX_TALES_0160_162700_finitura_di_prodotti_in_legno_SICUREZZA_v1.png
