pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0251,23.70.30,Frantumazione di pietre,Sicurezza,Fumix|Polverix,Checkix|Prepostix,Frantumazione di pietre — Pericolo vs Metodo81+,SICURIX_TALES_0251_237030_frantumazione_di_pietre_SICUREZZA_v1.png
0252,23.91.00,Fabbricazione di prodotti abrasivi,Sicurezza,Polverix|Nondpix,Scudix|Formix,Fabbricazione di prodotti abrasivi — Pericolo vs Metodo81+,SICURIX_TALES_0252_239100_fabbricazione_di_prodotti_abrasivi_SICUREZZA_v1.png
0253,23.99.00,Fabbricazione di altri prodotti in minerali non metalliferi n.c.a.,Sicurezza,Nondpix|Segnalex,Prepostix|Checkix,Fabbricazione di altri prodotti in minerali  — Pericolo vs Metodo81+,SICURIX_TALES_0253_239900_fabbricazione_di_altri_prodotti_in_miner_SICUREZZA_v1.png
0254,24.10.00,"Fabbricazione di ferro, acciaio e ferroleghe",Sicurezza,Segnalex|Sottovalutix,Formix|Scudix,"Fabbricazione di ferro, acciaio e ferroleghe — Pericolo vs Metodo81+",SICURIX_TALES_0254_241000_fabbricazione_di_ferro_acciaio_e_ferrole_SICUREZZA_v1.png
0255,24.20.10,"Fabbricazione di tubi, condotti, profilati cavi non saldati e relativi raccordi in acciaio",Privacy,Hackix|Permissionix,Privacix|Consensix,"Fabbricazione di tubi, condotti, profilati c — Pericolo vs Metodo81+",SICURIX_TALES_0255_242010_fabbricazione_di_tubi_condotti_profilati_PRIVACY_v1.png
0256,24.20.20,"Fabbricazione di tubi, condotti, profilati cavi saldati e relativi raccordi in acciaio",Privacy,Permissionix|Cancelix,Cifrix|Documix,"Fabbricazione di tubi, condotti, profilati c — Pericolo vs Metodo81+",SICURIX_TALES_0256_242020_fabbricazione_di_tubi_condotti_profilati_PRIVACY_v1.png
0257,24.31.00,Trafilatura a freddo di barre,HACCP,Dosagix|Acquaix,Traccix|Checkix,Trafilatura a freddo di barre — Pericolo vs Metodo81+,SICURIX_TALES_0257_243100_trafilatura_a_freddo_di_barre_HACCP_v1.png
0258,24.32.00,Laminazione a freddo di nastri,Sicurezza,Caosix|Segnalex,Formix|Scudix,Laminazione a freddo di nastri — Pericolo vs Metodo81+,SICURIX_TALES_0258_243200_laminazione_a_freddo_di_nastri_SICUREZZA_v1.png
0259,24.33.01,Profilatura mediante formatura o piegatura a freddo di profilati aperti e lamiere grecate,Sicurezza,Segnalex|Riskix,Checkix|Prepostix,Profilatura mediante formatura o piegatura a — Pericolo vs Metodo81+,SICURIX_TALES_0259_243301_profilatura_mediante_formatura_o_piegatu_SICUREZZA_v1.png
0260,24.33.02,Profilatura mediante formatura o piegatura a freddo di pannelli stratificati,Sicurezza,Riskix|Cadutix,Scudix|Formix,Profilatura mediante formatura o piegatura a — Pericolo vs Metodo81+,SICURIX_TALES_0260_243302_profilatura_mediante_formatura_o_piegatu_SICUREZZA_v1.png
0261,24.33.03,Presagomatura dell'acciaio per cemento armato e attività simili,Sicurezza,Cadutix|Schiaccix,Prepostix|Checkix,Presagomatura dell'acciaio per cemento armat — Pericolo vs Metodo81+,SICURIX_TALES_0261_243303_presagomatura_dell_acciaio_per_cemento_a_SICUREZZA_v1.png
0262,24.34.00,Trafilatura a freddo di fili,Sicurezza,Schiaccix|Voltix,Formix|Scudix,Trafilatura a freddo di fili — Pericolo vs Metodo81+,SICURIX_TALES_0262_243400_trafilatura_a_freddo_di_fili_SICUREZZA_v1.png
0263,24.41.00,Produzione di metalli preziosi,Sicurezza,Voltix|Fumix,Checkix|Prepostix,Produzione di metalli preziosi — Pericolo vs Metodo81+,SICURIX_TALES_0263_244100_produzione_di_metalli_preziosi_SICUREZZA_v1.png
0264,24.42.00,Produzione di alluminio,Sicurezza,Fumix|Polverix,Scudix|Formix,Produzione di alluminio — Pericolo vs Metodo81+,SICURIX_TALES_0264_244200_produzione_di_alluminio_SICUREZZA_v1.png
