pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0201,20.59.91,Fabbricazione di liquidi per inalazione per sigarette elettroniche,Sicurezza,Nondpix|Segnalex,Prepostix|Checkix,Fabbricazione di liquidi per inalazione per  — Pericolo vs Metodo81+,SICURIX_TALES_0201_205991_fabbricazione_di_liquidi_per_inalazione__SICUREZZA_v1.png
0202,20.59.99,Fabbricazione di tutti gli altri prodotti chimici vari n.c.a.,Sicurezza,Segnalex|Sottovalutix,Formix|Scudix,Fabbricazione di tutti gli altri prodotti ch — Pericolo vs Metodo81+,SICURIX_TALES_0202_205999_fabbricazione_di_tutti_gli_altri_prodott_SICUREZZA_v1.png
0203,20.60.00,Fabbricazione di fibre sintetiche e artificiali,Sicurezza,Sottovalutix|Frettix,Checkix|Prepostix,Fabbricazione di fibre sintetiche e artifici — Pericolo vs Metodo81+,SICURIX_TALES_0203_206000_fabbricazione_di_fibre_sintetiche_e_arti_SICUREZZA_v1.png
0204,21.10.00,Fabbricazione di prodotti farmaceutici di base,Sicurezza,Frettix|Improvvisix,Scudix|Formix,Fabbricazione di prodotti farmaceutici di ba — Pericolo vs Metodo81+,SICURIX_TALES_0204_211000_fabbricazione_di_prodotti_farmaceutici_d_SICUREZZA_v1.png
0205,21.20.01,Fabbricazione di sostanze diagnostiche radioattive in vivo,Sicurezza,Improvvisix|Caosix,Prepostix|Checkix,Fabbricazione di sostanze diagnostiche radio — Pericolo vs Metodo81+,SICURIX_TALES_0205_212001_fabbricazione_di_sostanze_diagnostiche_r_SICUREZZA_v1.png
0206,21.20.09,Fabbricazione di medicinali e altri preparati farmaceutici,Sicurezza,Caosix|Segnalex,Formix|Scudix,Fabbricazione di medicinali e altri preparat — Pericolo vs Metodo81+,SICURIX_TALES_0206_212009_fabbricazione_di_medicinali_e_altri_prep_SICUREZZA_v1.png
0207,22.11.10,Fabbricazione di pneumatici e camere d'aria,Sicurezza,Segnalex|Riskix,Checkix|Prepostix,Fabbricazione di pneumatici e camere d'aria — Pericolo vs Metodo81+,SICURIX_TALES_0207_221110_fabbricazione_di_pneumatici_e_camere_d_a_SICUREZZA_v1.png
0208,22.11.20,Rigenerazione e ricostruzione di pneumatici,Sicurezza,Riskix|Cadutix,Scudix|Formix,Rigenerazione e ricostruzione di pneumatici — Pericolo vs Metodo81+,SICURIX_TALES_0208_221120_rigenerazione_e_ricostruzione_di_pneumat_SICUREZZA_v1.png
0209,22.12.00,Fabbricazione di altri prodotti in gomma,Sicurezza,Cadutix|Schiaccix,Prepostix|Checkix,Fabbricazione di altri prodotti in gomma — Pericolo vs Metodo81+,SICURIX_TALES_0209_221200_fabbricazione_di_altri_prodotti_in_gomma_SICUREZZA_v1.png
0210,22.21.00,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",Sicurezza,Schiaccix|Voltix,Formix|Scudix,"Fabbricazione di lastre, fogli, tubi e profi — Pericolo vs Metodo81+",SICURIX_TALES_0210_222100_fabbricazione_di_lastre_fogli_tubi_e_pro_SICUREZZA_v1.png
0211,22.22.00,Fabbricazione di imballaggi in materie plastiche,Sicurezza,Voltix|Fumix,Checkix|Prepostix,Fabbricazione di imballaggi in materie plast — Pericolo vs Metodo81+,SICURIX_TALES_0211_222200_fabbricazione_di_imballaggi_in_materie_p_SICUREZZA_v1.png
0212,22.23.00,Fabbricazione di porte e finestre in materie plastiche,Sicurezza,Fumix|Polverix,Scudix|Formix,Fabbricazione di porte e finestre in materie — Pericolo vs Metodo81+,SICURIX_TALES_0212_222300_fabbricazione_di_porte_e_finestre_in_mat_SICUREZZA_v1.png
0213,22.24.01,Fabbricazione di rivestimenti per pareti e pavimenti in materie plastiche,Sicurezza,Polverix|Nondpix,Prepostix|Checkix,Fabbricazione di rivestimenti per pareti e p — Pericolo vs Metodo81+,SICURIX_TALES_0213_222401_fabbricazione_di_rivestimenti_per_pareti_SICUREZZA_v1.png
0214,22.24.09,Fabbricazione di altri articoli in materie plastiche per l'edilizia,Sicurezza,Nondpix|Segnalex,Formix|Scudix,Fabbricazione di altri articoli in materie p — Pericolo vs Metodo81+,SICURIX_TALES_0214_222409_fabbricazione_di_altri_articoli_in_mater_SICUREZZA_v1.png
0215,22.25.00,Lavorazione e finitura di prodotti in materie plastiche,Sicurezza,Segnalex|Sottovalutix,Checkix|Prepostix,Lavorazione e finitura di prodotti in materi — Pericolo vs Metodo81+,SICURIX_TALES_0215_222500_lavorazione_e_finitura_di_prodotti_in_ma_SICUREZZA_v1.png
0216,22.26.11,Fabbricazione di articoli e attrezzature per la pulizia per uso domestico in materie plastiche,Sicurezza,Sottovalutix|Frettix,Scudix|Formix,Fabbricazione di articoli e attrezzature per — Pericolo vs Metodo81+,SICURIX_TALES_0216_222611_fabbricazione_di_articoli_e_attrezzature_SICUREZZA_v1.png
0217,22.26.12,Fabbricazione di articoli e attrezzature per la pulizia per uso non domestico in materie plastiche,Sicurezza,Frettix|Improvvisix,Prepostix|Checkix,Fabbricazione di articoli e attrezzature per — Pericolo vs Metodo81+,SICURIX_TALES_0217_222612_fabbricazione_di_articoli_e_attrezzature_SICUREZZA_v1.png
0218,22.26.91,Fabbricazione di articoli per l'ufficio e la scuola in materie plastiche,Privacy,Spyix|Hackix,Documix|Privacix,Fabbricazione di articoli per l'ufficio e la — Pericolo vs Metodo81+,SICURIX_TALES_0218_222691_fabbricazione_di_articoli_per_l_ufficio__PRIVACY_v1.png
0219,22.26.99,Fabbricazione di altri prodotti vari in materie plastiche n.c.a.,Sicurezza,Caosix|Segnalex,Checkix|Prepostix,Fabbricazione di altri prodotti vari in mate — Pericolo vs Metodo81+,SICURIX_TALES_0219_222699_fabbricazione_di_altri_prodotti_vari_in__SICUREZZA_v1.png
0220,23.11.00,Fabbricazione di vetro piano,Sicurezza,Segnalex|Riskix,Scudix|Formix,Fabbricazione di vetro piano — Pericolo vs Metodo81+,SICURIX_TALES_0220_231100_fabbricazione_di_vetro_piano_SICUREZZA_v1.png
0221,23.12.00,Lavorazione e trasformazione del vetro piano,Privacy,Cancelix|Leakix,Cifrix|Documix,Lavorazione e trasformazione del vetro piano — Pericolo vs Metodo81+,SICURIX_TALES_0221_231200_lavorazione_e_trasformazione_del_vetro_p_PRIVACY_v1.png
0222,23.13.00,Fabbricazione di vetro cavo,Sicurezza,Cadutix|Schiaccix,Formix|Scudix,Fabbricazione di vetro cavo — Pericolo vs Metodo81+,SICURIX_TALES_0222_231300_fabbricazione_di_vetro_cavo_SICUREZZA_v1.png
0223,23.14.00,Fabbricazione di fibre di vetro,Sicurezza,Schiaccix|Voltix,Checkix|Prepostix,Fabbricazione di fibre di vetro — Pericolo vs Metodo81+,SICURIX_TALES_0223_231400_fabbricazione_di_fibre_di_vetro_SICUREZZA_v1.png
0224,23.15.10,Lavorazione di vetro a mano e a soffio artistico,Sicurezza,Voltix|Fumix,Scudix|Formix,Lavorazione di vetro a mano e a soffio artis — Pericolo vs Metodo81+,SICURIX_TALES_0224_231510_lavorazione_di_vetro_a_mano_e_a_soffio_a_SICUREZZA_v1.png
0225,23.15.90,Altre attività di fabbricazione e lavorazione di altro vetro incluso il vetro per usi tecnici,Sicurezza,Fumix|Polverix,Prepostix|Checkix,Altre attività di fabbricazione e lavorazion — Pericolo vs Metodo81+,SICURIX_TALES_0225_231590_altre_attivit_di_fabbricazione_e_lavoraz_SICUREZZA_v1.png
0226,23.20.00,Fabbricazione di prodotti refrattari,Sicurezza,Polverix|Nondpix,Formix|Scudix,Fabbricazione di prodotti refrattari — Pericolo vs Metodo81+,SICURIX_TALES_0226_232000_fabbricazione_di_prodotti_refrattari_SICUREZZA_v1.png
0227,23.31.00,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,Sicurezza,Nondpix|Segnalex,Checkix|Prepostix,Fabbricazione di piastrelle in ceramica per  — Pericolo vs Metodo81+,SICURIX_TALES_0227_233100_fabbricazione_di_piastrelle_in_ceramica__SICUREZZA_v1.png
0228,23.32.00,"Fabbricazione di mattoni, tegole e altri prodotti per l'edilizia in terracotta",Sicurezza,Segnalex|Sottovalutix,Scudix|Formix,"Fabbricazione di mattoni, tegole e altri pro — Pericolo vs Metodo81+",SICURIX_TALES_0228_233200_fabbricazione_di_mattoni_tegole_e_altri__SICUREZZA_v1.png
0229,23.41.00,Fabbricazione di prodotti in ceramica per usi domestici e ornamentali,Sicurezza,Sottovalutix|Frettix,Prepostix|Checkix,Fabbricazione di prodotti in ceramica per us — Pericolo vs Metodo81+,SICURIX_TALES_0229_234100_fabbricazione_di_prodotti_in_ceramica_pe_SICUREZZA_v1.png
0230,23.42.00,Fabbricazione di articoli sanitari in ceramica,Sicurezza,Frettix|Improvvisix,Formix|Scudix,Fabbricazione di articoli sanitari in cerami — Pericolo vs Metodo81+,SICURIX_TALES_0230_234200_fabbricazione_di_articoli_sanitari_in_ce_SICUREZZA_v1.png
0231,23.43.00,Fabbricazione di isolatori e di pezzi isolanti in ceramica,Sicurezza,Improvvisix|Caosix,Checkix|Prepostix,Fabbricazione di isolatori e di pezzi isolan — Pericolo vs Metodo81+,SICURIX_TALES_0231_234300_fabbricazione_di_isolatori_e_di_pezzi_is_SICUREZZA_v1.png
0232,23.44.00,Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale,Sicurezza,Caosix|Segnalex,Scudix|Formix,Fabbricazione di altri prodotti in ceramica  — Pericolo vs Metodo81+,SICURIX_TALES_0232_234400_fabbricazione_di_altri_prodotti_in_ceram_SICUREZZA_v1.png
0233,23.45.00,Fabbricazione di altri prodotti in ceramica,Sicurezza,Segnalex|Riskix,Prepostix|Checkix,Fabbricazione di altri prodotti in ceramica — Pericolo vs Metodo81+,SICURIX_TALES_0233_234500_fabbricazione_di_altri_prodotti_in_ceram_SICUREZZA_v1.png
0234,23.51.00,Produzione di cemento,Sicurezza,Riskix|Cadutix,Formix|Scudix,Produzione di cemento — Pericolo vs Metodo81+,SICURIX_TALES_0234_235100_produzione_di_cemento_SICUREZZA_v1.png
0235,23.52.10,Produzione di calce,Sicurezza,Cadutix|Schiaccix,Checkix|Prepostix,Produzione di calce — Pericolo vs Metodo81+,SICURIX_TALES_0235_235210_produzione_di_calce_SICUREZZA_v1.png
0236,23.52.20,Produzione di gesso,Sicurezza,Schiaccix|Voltix,Scudix|Formix,Produzione di gesso — Pericolo vs Metodo81+,SICURIX_TALES_0236_235220_produzione_di_gesso_SICUREZZA_v1.png
0237,23.61.01,Fabbricazione di tubi prefabbricati in calcestruzzo per acqua potabile,Sicurezza,Voltix|Fumix,Prepostix|Checkix,Fabbricazione di tubi prefabbricati in calce — Pericolo vs Metodo81+,SICURIX_TALES_0237_236101_fabbricazione_di_tubi_prefabbricati_in_c_SICUREZZA_v1.png
0238,23.61.02,Fabbricazione di caminetti prefabbricati in calcestruzzo,Sicurezza,Fumix|Polverix,Formix|Scudix,Fabbricazione di caminetti prefabbricati in  — Pericolo vs Metodo81+,SICURIX_TALES_0238_236102_fabbricazione_di_caminetti_prefabbricati_SICUREZZA_v1.png
0239,23.61.03,Fabbricazione di elementi prefabbricati in calcestruzzo per l'edilizia,Sicurezza,Polverix|Nondpix,Checkix|Prepostix,Fabbricazione di elementi prefabbricati in c — Pericolo vs Metodo81+,SICURIX_TALES_0239_236103_fabbricazione_di_elementi_prefabbricati__SICUREZZA_v1.png
0240,23.61.04,Fabbricazione di strutture prefabbricate in calcestruzzo per l'edilizia,Sicurezza,Nondpix|Segnalex,Scudix|Formix,Fabbricazione di strutture prefabbricate in  — Pericolo vs Metodo81+,SICURIX_TALES_0240_236104_fabbricazione_di_strutture_prefabbricate_SICUREZZA_v1.png
0241,23.61.09,Fabbricazione di prodotti in calcestruzzo per l'edilizia n.c.a.,Sicurezza,Segnalex|Sottovalutix,Prepostix|Checkix,Fabbricazione di prodotti in calcestruzzo pe — Pericolo vs Metodo81+,SICURIX_TALES_0241_236109_fabbricazione_di_prodotti_in_calcestruzz_SICUREZZA_v1.png
0242,23.62.00,Fabbricazione di prodotti in gesso per l'edilizia,Sicurezza,Sottovalutix|Frettix,Formix|Scudix,Fabbricazione di prodotti in gesso per l'edi — Pericolo vs Metodo81+,SICURIX_TALES_0242_236200_fabbricazione_di_prodotti_in_gesso_per_l_SICUREZZA_v1.png
0243,23.63.00,Produzione di calcestruzzo pronto per l'uso,Sicurezza,Frettix|Improvvisix,Checkix|Prepostix,Produzione di calcestruzzo pronto per l'uso — Pericolo vs Metodo81+,SICURIX_TALES_0243_236300_produzione_di_calcestruzzo_pronto_per_l__SICUREZZA_v1.png
0244,23.64.00,Produzione di malta,Sicurezza,Improvvisix|Caosix,Scudix|Formix,Produzione di malta — Pericolo vs Metodo81+,SICURIX_TALES_0244_236400_produzione_di_malta_SICUREZZA_v1.png
0245,23.65.01,"Fabbricazione di prodotti in sostanze vegetali agglomerate con cemento, gesso o altri leganti minerali",Sicurezza,Caosix|Segnalex,Prepostix|Checkix,Fabbricazione di prodotti in sostanze vegeta — Pericolo vs Metodo81+,SICURIX_TALES_0245_236501_fabbricazione_di_prodotti_in_sostanze_ve_SICUREZZA_v1.png
0246,23.65.02,Fabbricazione di prodotti in asbesto-cemento o cellulosa fibrocemento,Sicurezza,Segnalex|Riskix,Formix|Scudix,Fabbricazione di prodotti in asbesto-cemento — Pericolo vs Metodo81+,SICURIX_TALES_0246_236502_fabbricazione_di_prodotti_in_asbesto_cem_SICUREZZA_v1.png
0247,23.66.01,"Fabbricazione di statue, bassorilievi e altorilievi, vasi e fioriere",Sicurezza,Riskix|Cadutix,Checkix|Prepostix,"Fabbricazione di statue, bassorilievi e alto — Pericolo vs Metodo81+",SICURIX_TALES_0247_236601_fabbricazione_di_statue_bassorilievi_e_a_SICUREZZA_v1.png
