pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0401,30.99.00,Fabbricazione di altri mezzi di trasporto n.c.a.,Sicurezza,Caosix|Segnalex,Prepostix|Checkix,Fabbricazione di altri mezzi di trasporto n. — Pericolo vs Metodo81+,SICURIX_TALES_0401_309900_fabbricazione_di_altri_mezzi_di_trasport_SICUREZZA_v1.png
0402,31.00.11,"Fabbricazione di moduli dedicati al comfort acustico per negozi, uffici e altri spazi per collettività",Sicurezza,Segnalex|Riskix,Formix|Scudix,Fabbricazione di moduli dedicati al comfort  — Pericolo vs Metodo81+,SICURIX_TALES_0402_310011_fabbricazione_di_moduli_dedicati_al_comf_SICUREZZA_v1.png
0403,31.00.12,Fabbricazione di sedie e poltrone per negozi,Sicurezza,Riskix|Cadutix,Checkix|Prepostix,Fabbricazione di sedie e poltrone per negozi — Pericolo vs Metodo81+,SICURIX_TALES_0403_310012_fabbricazione_di_sedie_e_poltrone_per_ne_SICUREZZA_v1.png
0404,31.00.13,Fabbricazione di altri mobili per negozi,Sicurezza,Cadutix|Schiaccix,Scudix|Formix,Fabbricazione di altri mobili per negozi — Pericolo vs Metodo81+,SICURIX_TALES_0404_310013_fabbricazione_di_altri_mobili_per_negozi_SICUREZZA_v1.png
0405,31.00.14,Fabbricazione di sedie e poltrone per uffici e altri spazi per collettività,Sicurezza,Schiaccix|Voltix,Prepostix|Checkix,Fabbricazione di sedie e poltrone per uffici — Pericolo vs Metodo81+,SICURIX_TALES_0405_310014_fabbricazione_di_sedie_e_poltrone_per_uf_SICUREZZA_v1.png
0406,31.00.15,Fabbricazione di altri mobili per uffici e altri spazi per collettività,Sicurezza,Voltix|Fumix,Formix|Scudix,Fabbricazione di altri mobili per uffici e a — Pericolo vs Metodo81+,SICURIX_TALES_0406_310015_fabbricazione_di_altri_mobili_per_uffici_SICUREZZA_v1.png
0407,31.00.20,Fabbricazione di mobili da cucina,HACCP,Crossix|Temporix,Traccix|Checkix,Fabbricazione di mobili da cucina — Pericolo vs Metodo81+,SICURIX_TALES_0407_310020_fabbricazione_di_mobili_da_cucina_HACCP_v1.png
0408,31.00.31,"Fabbricazione di mobili per arredo interno, esclusi mobili da cucina, sedie, divani e prodotti simili",HACCP,Temporix|Scadutix,Blinkix|Chefix,"Fabbricazione di mobili per arredo interno,  — Pericolo vs Metodo81+",SICURIX_TALES_0408_310031_fabbricazione_di_mobili_per_arredo_inter_HACCP_v1.png
0409,31.00.32,Fabbricazione di mobili per arredo esterno,Sicurezza,Nondpix|Segnalex,Prepostix|Checkix,Fabbricazione di mobili per arredo esterno — Pericolo vs Metodo81+,SICURIX_TALES_0409_310032_fabbricazione_di_mobili_per_arredo_ester_SICUREZZA_v1.png
0410,31.00.33,Fabbricazione di sedie e sedili,Sicurezza,Segnalex|Sottovalutix,Formix|Scudix,Fabbricazione di sedie e sedili — Pericolo vs Metodo81+,SICURIX_TALES_0410_310033_fabbricazione_di_sedie_e_sedili_SICUREZZA_v1.png
0411,31.00.34,"Fabbricazione di divani, divani letto e poltrone",Sicurezza,Sottovalutix|Frettix,Checkix|Prepostix,"Fabbricazione di divani, divani letto e polt — Pericolo vs Metodo81+",SICURIX_TALES_0411_310034_fabbricazione_di_divani_divani_letto_e_p_SICUREZZA_v1.png
0412,31.00.35,Fabbricazione di materassi,Sicurezza,Frettix|Improvvisix,Scudix|Formix,Fabbricazione di materassi — Pericolo vs Metodo81+,SICURIX_TALES_0412_310035_fabbricazione_di_materassi_SICUREZZA_v1.png
0413,31.00.36,Fabbricazione di parti e accessori di mobili,Sicurezza,Improvvisix|Caosix,Prepostix|Checkix,Fabbricazione di parti e accessori di mobili — Pericolo vs Metodo81+,SICURIX_TALES_0413_310036_fabbricazione_di_parti_e_accessori_di_mo_SICUREZZA_v1.png
0414,31.00.37,Finitura di mobili,Sicurezza,Caosix|Segnalex,Formix|Scudix,Finitura di mobili — Pericolo vs Metodo81+,SICURIX_TALES_0414_310037_finitura_di_mobili_SICUREZZA_v1.png
0415,31.00.39,Fabbricazione di altri mobili n.c.a.,Sicurezza,Segnalex|Riskix,Checkix|Prepostix,Fabbricazione di altri mobili n.c.a. — Pericolo vs Metodo81+,SICURIX_TALES_0415_310039_fabbricazione_di_altri_mobili_n_c_a_SICUREZZA_v1.png
0416,32.11.00,Coniazione di monete,Sicurezza,Riskix|Cadutix,Scudix|Formix,Coniazione di monete — Pericolo vs Metodo81+,SICURIX_TALES_0416_321100_coniazione_di_monete_SICUREZZA_v1.png
0417,32.12.10,Lavorazione di pietre preziose e semipreziose,Sicurezza,Cadutix|Schiaccix,Prepostix|Checkix,Lavorazione di pietre preziose e semiprezios — Pericolo vs Metodo81+,SICURIX_TALES_0417_321210_lavorazione_di_pietre_preziose_e_semipre_SICUREZZA_v1.png
0418,32.12.20,Fabbricazione di gioielli e articoli di oreficeria in metalli preziosi,Sicurezza,Schiaccix|Voltix,Formix|Scudix,Fabbricazione di gioielli e articoli di oref — Pericolo vs Metodo81+,SICURIX_TALES_0418_321220_fabbricazione_di_gioielli_e_articoli_di__SICUREZZA_v1.png
0419,32.13.00,Fabbricazione di bigiotteria e articoli simili,Sicurezza,Voltix|Fumix,Checkix|Prepostix,Fabbricazione di bigiotteria e articoli simi — Pericolo vs Metodo81+,SICURIX_TALES_0419_321300_fabbricazione_di_bigiotteria_e_articoli__SICUREZZA_v1.png
0420,32.20.00,Fabbricazione di strumenti musicali,Sicurezza,Fumix|Polverix,Scudix|Formix,Fabbricazione di strumenti musicali — Pericolo vs Metodo81+,SICURIX_TALES_0420_322000_fabbricazione_di_strumenti_musicali_SICUREZZA_v1.png
0421,32.30.01,"Fabbricazione di attrezzature da palestra, per centri di fitness e per atletica",Sicurezza,Polverix|Nondpix,Prepostix|Checkix,"Fabbricazione di attrezzature da palestra, p — Pericolo vs Metodo81+",SICURIX_TALES_0421_323001_fabbricazione_di_attrezzature_da_palestr_SICUREZZA_v1.png
0422,32.30.09,Fabbricazione di altri articoli sportivi,Sicurezza,Nondpix|Segnalex,Formix|Scudix,Fabbricazione di altri articoli sportivi — Pericolo vs Metodo81+,SICURIX_TALES_0422_323009_fabbricazione_di_altri_articoli_sportivi_SICUREZZA_v1.png
0423,32.40.10,Fabbricazione di giochi,Sicurezza,Segnalex|Sottovalutix,Checkix|Prepostix,Fabbricazione di giochi — Pericolo vs Metodo81+,SICURIX_TALES_0423_324010_fabbricazione_di_giochi_SICUREZZA_v1.png
0424,32.40.20,Fabbricazione di giocattoli,Sicurezza,Sottovalutix|Frettix,Scudix|Formix,Fabbricazione di giocattoli — Pericolo vs Metodo81+,SICURIX_TALES_0424_324020_fabbricazione_di_giocattoli_SICUREZZA_v1.png
0425,32.50.10,Fabbricazione di protesi dentarie,Sicurezza,Frettix|Improvvisix,Prepostix|Checkix,Fabbricazione di protesi dentarie — Pericolo vs Metodo81+,SICURIX_TALES_0425_325010_fabbricazione_di_protesi_dentarie_SICUREZZA_v1.png
0426,32.50.20,Fabbricazione di altre protesi e ausili,Sicurezza,Improvvisix|Caosix,Formix|Scudix,Fabbricazione di altre protesi e ausili — Pericolo vs Metodo81+,SICURIX_TALES_0426_325020_fabbricazione_di_altre_protesi_e_ausili_SICUREZZA_v1.png
0427,32.50.30,Fabbricazione di lenti oftalmiche,Sicurezza,Caosix|Segnalex,Checkix|Prepostix,Fabbricazione di lenti oftalmiche — Pericolo vs Metodo81+,SICURIX_TALES_0427_325030_fabbricazione_di_lenti_oftalmiche_SICUREZZA_v1.png
0428,32.50.40,Fabbricazione di montature per occhiali,Sicurezza,Segnalex|Riskix,Scudix|Formix,Fabbricazione di montature per occhiali — Pericolo vs Metodo81+,SICURIX_TALES_0428_325040_fabbricazione_di_montature_per_occhiali_SICUREZZA_v1.png
0429,32.50.51,Fabbricazione di strumenti e apparecchiature mediche e dentistiche,Sicurezza,Riskix|Cadutix,Prepostix|Checkix,Fabbricazione di strumenti e apparecchiature — Pericolo vs Metodo81+,SICURIX_TALES_0429_325051_fabbricazione_di_strumenti_e_apparecchia_SICUREZZA_v1.png
