pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0651,46.46.10,Commercio all'ingrosso di prodotti farmaceutici di base e di preparati farmaceutici,Sicurezza,Cadutix|Schiaccix,Checkix|Prepostix,Commercio all'ingrosso di prodotti farmaceut — Pericolo vs Metodo81+,SICURIX_TALES_0651_464610_commercio_all_ingrosso_di_prodotti_farma_SICUREZZA_v1.png
0652,46.46.20,Commercio all'ingrosso di rimedi erboristici,Sicurezza,Schiaccix|Voltix,Scudix|Formix,Commercio all'ingrosso di rimedi erboristici — Pericolo vs Metodo81+,SICURIX_TALES_0652_464620_commercio_all_ingrosso_di_rimedi_erboris_SICUREZZA_v1.png
0653,46.46.31,Commercio all'ingrosso di occhiali e lenti,Sicurezza,Voltix|Fumix,Prepostix|Checkix,Commercio all'ingrosso di occhiali e lenti — Pericolo vs Metodo81+,SICURIX_TALES_0653_464631_commercio_all_ingrosso_di_occhiali_e_len_SICUREZZA_v1.png
0654,46.46.39,Commercio all'ingrosso di prodotti medicali e ortopedici n.c.a.,Sicurezza,Fumix|Polverix,Formix|Scudix,Commercio all'ingrosso di prodotti medicali  — Pericolo vs Metodo81+,SICURIX_TALES_0654_464639_commercio_all_ingrosso_di_prodotti_medic_SICUREZZA_v1.png
0655,46.47.10,"Commercio all'ingrosso di mobili per la casa, l'ufficio e i negozi",Sicurezza,Polverix|Nondpix,Checkix|Prepostix,Commercio all'ingrosso di mobili per la casa — Pericolo vs Metodo81+,SICURIX_TALES_0655_464710_commercio_all_ingrosso_di_mobili_per_la__SICUREZZA_v1.png
0656,46.47.20,"Commercio all'ingrosso di tappeti per la casa, l'ufficio e i negozi",Sicurezza,Nondpix|Segnalex,Scudix|Formix,Commercio all'ingrosso di tappeti per la cas — Pericolo vs Metodo81+,SICURIX_TALES_0656_464720_commercio_all_ingrosso_di_tappeti_per_la_SICUREZZA_v1.png
0657,46.47.30,"Commercio all'ingrosso di articoli per l'illuminazione per la casa, l'ufficio e i negozi",Sicurezza,Segnalex|Sottovalutix,Prepostix|Checkix,Commercio all'ingrosso di articoli per l'ill — Pericolo vs Metodo81+,SICURIX_TALES_0657_464730_commercio_all_ingrosso_di_articoli_per_l_SICUREZZA_v1.png
0658,46.48.00,Commercio all'ingrosso di orologi e di gioielleria,Sicurezza,Sottovalutix|Frettix,Formix|Scudix,Commercio all'ingrosso di orologi e di gioie — Pericolo vs Metodo81+,SICURIX_TALES_0658_464800_commercio_all_ingrosso_di_orologi_e_di_g_SICUREZZA_v1.png
0659,46.49.10,"Commercio all'ingrosso di carta, cartone e articoli di cartoleria",Sicurezza,Frettix|Improvvisix,Checkix|Prepostix,"Commercio all'ingrosso di carta, cartone e a — Pericolo vs Metodo81+",SICURIX_TALES_0659_464910_commercio_all_ingrosso_di_carta_cartone__SICUREZZA_v1.png
0660,46.49.21,Commercio all'ingrosso di libri,Sicurezza,Improvvisix|Caosix,Scudix|Formix,Commercio all'ingrosso di libri — Pericolo vs Metodo81+,SICURIX_TALES_0660_464921_commercio_all_ingrosso_di_libri_SICUREZZA_v1.png
