pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
1051,77.12.00,Noleggio e leasing operativo di autocarri,Misto,Caosix|Segnalex|Phishix,Checkix|Prepostix,Noleggio e leasing operativo di autocarri — Pericolo vs Metodo81+,SICURIX_TALES_1051_771200_noleggio_e_leasing_operativo_di_autocarr_MISTO_v1.png
1052,77.21.01,Noleggio e leasing operativo di biciclette,Misto,Segnalex|Riskix|Spyix,Scudix|Formix,Noleggio e leasing operativo di biciclette — Pericolo vs Metodo81+,SICURIX_TALES_1052_772101_noleggio_e_leasing_operativo_di_biciclet_MISTO_v1.png
1053,77.21.02,Noleggio e leasing operativo di imbarcazioni da diporto senza operatore,HACCP,Scadutix|Mescolix,Blinkix|Chefix,Noleggio e leasing operativo di imbarcazioni — Pericolo vs Metodo81+,SICURIX_TALES_1053_772102_noleggio_e_leasing_operativo_di_imbarcaz_HACCP_v1.png
1054,77.21.09,Noleggio e leasing operativo di altre attrezzature e articoli sportivi e ricreativi,Misto,Cadutix|Schiaccix|Permissionix,Formix|Scudix,Noleggio e leasing operativo di altre attrez — Pericolo vs Metodo81+,SICURIX_TALES_1054_772109_noleggio_e_leasing_operativo_di_altre_at_MISTO_v1.png
1055,77.22.10,"Noleggio e leasing operativo di tessili, articoli di abbigliamento e calzature",Misto,Schiaccix|Voltix|Cancelix,Checkix|Prepostix,"Noleggio e leasing operativo di tessili, art — Pericolo vs Metodo81+",SICURIX_TALES_1055_772210_noleggio_e_leasing_operativo_di_tessili__MISTO_v1.png
1056,77.22.90,Noleggio e leasing operativo di altri beni per uso personale e per la casa n.c.a.,Misto,Voltix|Fumix|Leakix,Scudix|Formix,Noleggio e leasing operativo di altri beni p — Pericolo vs Metodo81+,SICURIX_TALES_1056_772290_noleggio_e_leasing_operativo_di_altri_be_MISTO_v1.png
1057,77.31.00,Noleggio e leasing operativo di macchine e attrezzature agricole,Misto,Fumix|Polverix|Phishix,Prepostix|Checkix,Noleggio e leasing operativo di macchine e a — Pericolo vs Metodo81+,SICURIX_TALES_1057_773100_noleggio_e_leasing_operativo_di_macchine_MISTO_v1.png
1058,77.32.00,Noleggio e leasing operativo di macchine e attrezzature per lavori edili e di ingegneria civile,Misto,Polverix|Nondpix|Spyix,Formix|Scudix,Noleggio e leasing operativo di macchine e a — Pericolo vs Metodo81+,SICURIX_TALES_1058_773200_noleggio_e_leasing_operativo_di_macchine_MISTO_v1.png
1059,77.33.00,"Noleggio e leasing operativo di macchine, attrezzature e computer per ufficio",Misto,Nondpix|Segnalex|Hackix,Checkix|Prepostix,"Noleggio e leasing operativo di macchine, at — Pericolo vs Metodo81+",SICURIX_TALES_1059_773300_noleggio_e_leasing_operativo_di_macchine_MISTO_v1.png
1060,77.34.00,"Noleggio e leasing operativo di mezzi di trasporto marittimi, fluviali e lacustri",Misto,Segnalex|Sottovalutix|Permissionix,Scudix|Formix,Noleggio e leasing operativo di mezzi di tra — Pericolo vs Metodo81+,SICURIX_TALES_1060_773400_noleggio_e_leasing_operativo_di_mezzi_di_MISTO_v1.png
1061,77.35.00,Noleggio e leasing operativo di mezzi di trasporto aereo,Misto,Sottovalutix|Frettix|Cancelix,Prepostix|Checkix,Noleggio e leasing operativo di mezzi di tra — Pericolo vs Metodo81+,SICURIX_TALES_1061_773500_noleggio_e_leasing_operativo_di_mezzi_di_MISTO_v1.png
1062,77.39.10,Noleggio e leasing operativo di altri mezzi di trasporto terrestre,Misto,Frettix|Improvvisix|Leakix,Formix|Scudix,Noleggio e leasing operativo di altri mezzi  — Pericolo vs Metodo81+,SICURIX_TALES_1062_773910_noleggio_e_leasing_operativo_di_altri_me_MISTO_v1.png
1063,77.39.91,Noleggio e leasing operativo di apparecchi di sollevamento e movimentazione merci,Misto,Improvvisix|Caosix|Phishix,Checkix|Prepostix,Noleggio e leasing operativo di apparecchi d — Pericolo vs Metodo81+,SICURIX_TALES_1063_773991_noleggio_e_leasing_operativo_di_apparecc_MISTO_v1.png
1064,77.39.92,Noleggio e leasing operativo di strutture e attrezzature per manifestazioni e spettacoli,Misto,Caosix|Segnalex|Spyix,Scudix|Formix,Noleggio e leasing operativo di strutture e  — Pericolo vs Metodo81+,SICURIX_TALES_1064_773992_noleggio_e_leasing_operativo_di_struttur_MISTO_v1.png
1065,77.39.99,"Noleggio e leasing operativo di altre macchine, attrezzature e beni materiali vari n.c.a.",Misto,Segnalex|Riskix|Hackix,Prepostix|Checkix,Noleggio e leasing operativo di altre macchi — Pericolo vs Metodo81+,SICURIX_TALES_1065_773999_noleggio_e_leasing_operativo_di_altre_ma_MISTO_v1.png
1066,77.40.00,"Concessione dei diritti di sfruttamento di proprietà intellettuale, escluse le opere soggette a diritto d'autore",Misto,Riskix|Cadutix|Permissionix,Formix|Scudix,Concessione dei diritti di sfruttamento di p — Pericolo vs Metodo81+,SICURIX_TALES_1066_774000_concessione_dei_diritti_di_sfruttamento__MISTO_v1.png
1067,77.51.00,"Attività di servizi di intermediazione per il noleggio e il leasing operativo di automobili, autocaravan e rimorchi",Misto,Cadutix|Schiaccix|Cancelix,Checkix|Prepostix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_1067_775100_attivit_di_servizi_di_intermediazione_pe_MISTO_v1.png
1068,77.52.00,Attività di servizi di intermediazione per il noleggio e il leasing operativo di altri beni materiali e beni immateriali non finanziari,Misto,Schiaccix|Voltix|Leakix,Scudix|Formix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_1068_775200_attivit_di_servizi_di_intermediazione_pe_MISTO_v1.png
1069,78.10.00,Attività di agenzie di collocamento,Misto,Voltix|Fumix|Phishix,Prepostix|Checkix,Attività di agenzie di collocamento — Pericolo vs Metodo81+,SICURIX_TALES_1069_781000_attivit_di_agenzie_di_collocamento_MISTO_v1.png
1070,78.20.00,Attività di agenzie di lavoro interinale e altre attività di fornitura di risorse umane,Misto,Fumix|Polverix|Spyix,Formix|Scudix,Attività di agenzie di lavoro interinale e a — Pericolo vs Metodo81+,SICURIX_TALES_1070_782000_attivit_di_agenzie_di_lavoro_interinale__MISTO_v1.png
1071,79.11.00,Attività di agenzie di viaggio,Misto,Polverix|Nondpix|Hackix,Checkix|Prepostix,Attività di agenzie di viaggio — Pericolo vs Metodo81+,SICURIX_TALES_1071_791100_attivit_di_agenzie_di_viaggio_MISTO_v1.png
1072,79.12.00,Attività di tour operator,Misto,Nondpix|Segnalex|Permissionix,Scudix|Formix,Attività di tour operator — Pericolo vs Metodo81+,SICURIX_TALES_1072_791200_attivit_di_tour_operator_MISTO_v1.png
1073,79.90.01,Servizi di guida turistica,Misto,Segnalex|Sottovalutix|Cancelix,Prepostix|Checkix,Servizi di guida turistica — Pericolo vs Metodo81+,SICURIX_TALES_1073_799001_servizi_di_guida_turistica_MISTO_v1.png
1074,79.90.02,Servizi di accompagnamento in ambiente naturale,Misto,Sottovalutix|Frettix|Leakix,Formix|Scudix,Servizi di accompagnamento in ambiente natur — Pericolo vs Metodo81+,SICURIX_TALES_1074_799002_servizi_di_accompagnamento_in_ambiente_n_MISTO_v1.png
1075,79.90.03,Altri servizi di accompagnamento turistico,Misto,Frettix|Improvvisix|Phishix,Checkix|Prepostix,Altri servizi di accompagnamento turistico — Pericolo vs Metodo81+,SICURIX_TALES_1075_799003_altri_servizi_di_accompagnamento_turisti_MISTO_v1.png
1076,79.90.04,Altre attività di assistenza turistica,Misto,Improvvisix|Caosix|Spyix,Scudix|Formix,Altre attività di assistenza turistica — Pericolo vs Metodo81+,SICURIX_TALES_1076_799004_altre_attivit_di_assistenza_turistica_MISTO_v1.png
1077,80.01.11,Attività di investigazione in ambito privato,Misto,Caosix|Segnalex|Hackix,Prepostix|Checkix,Attività di investigazione in ambito privato — Pericolo vs Metodo81+,SICURIX_TALES_1077_800111_attivit_di_investigazione_in_ambito_priv_MISTO_v1.png
1078,80.01.12,Attività di investigazione in ambito aziendale e commerciale,Misto,Segnalex|Riskix|Permissionix,Formix|Scudix,Attività di investigazione in ambito azienda — Pericolo vs Metodo81+,SICURIX_TALES_1078_800112_attivit_di_investigazione_in_ambito_azie_MISTO_v1.png
1079,80.01.13,Attività di investigazione in ambito assicurativo,Privacy,Cancelix|Leakix,Luxpectorix|Cifrix,Attività di investigazione in ambito assicur — Pericolo vs Metodo81+,SICURIX_TALES_1079_800113_attivit_di_investigazione_in_ambito_assi_PRIVACY_v1.png
1080,80.01.14,Attività di investigazione in ambito legale,Misto,Cadutix|Schiaccix|Leakix,Scudix|Formix,Attività di investigazione in ambito legale — Pericolo vs Metodo81+,SICURIX_TALES_1080_800114_attivit_di_investigazione_in_ambito_lega_MISTO_v1.png
1081,80.01.21,Attività di vigilanza privata non armata,Misto,Schiaccix|Voltix|Phishix,Prepostix|Checkix,Attività di vigilanza privata non armata — Pericolo vs Metodo81+,SICURIX_TALES_1081_800121_attivit_di_vigilanza_privata_non_armata_MISTO_v1.png
1082,80.01.29,Altre attività di vigilanza privata,Misto,Voltix|Fumix|Spyix,Formix|Scudix,Altre attività di vigilanza privata — Pericolo vs Metodo81+,SICURIX_TALES_1082_800129_altre_attivit_di_vigilanza_privata_MISTO_v1.png
1083,80.09.00,Attività di vigilanza n.c.a.,Misto,Fumix|Polverix|Hackix,Checkix|Prepostix,Attività di vigilanza n.c.a. — Pericolo vs Metodo81+,SICURIX_TALES_1083_800900_attivit_di_vigilanza_n_c_a_MISTO_v1.png
1084,81.10.00,Attività di servizi integrati agli edifici,Misto,Polverix|Nondpix|Permissionix,Scudix|Formix,Attività di servizi integrati agli edifici — Pericolo vs Metodo81+,SICURIX_TALES_1084_811000_attivit_di_servizi_integrati_agli_edific_MISTO_v1.png
1085,81.21.00,Attività di pulizia generale di edifici,Misto,Nondpix|Segnalex|Cancelix,Prepostix|Checkix,Attività di pulizia generale di edifici — Pericolo vs Metodo81+,SICURIX_TALES_1085_812100_attivit_di_pulizia_generale_di_edifici_MISTO_v1.png
1086,81.22.01,Attività di sterilizzazione di attrezzature mediche,Misto,Segnalex|Sottovalutix|Leakix,Formix|Scudix,Attività di sterilizzazione di attrezzature  — Pericolo vs Metodo81+,SICURIX_TALES_1086_812201_attivit_di_sterilizzazione_di_attrezzatu_MISTO_v1.png
1087,81.22.09,Altre attività di pulizia di edifici e pulizia industriale n.c.a.,Misto,Sottovalutix|Frettix|Phishix,Checkix|Prepostix,Altre attività di pulizia di edifici e puliz — Pericolo vs Metodo81+,SICURIX_TALES_1087_812209_altre_attivit_di_pulizia_di_edifici_e_pu_MISTO_v1.png
1088,81.23.10,"Attività di sanificazione, disinfezione e disinfestazione",Misto,Frettix|Improvvisix|Spyix,Scudix|Formix,"Attività di sanificazione, disinfezione e di — Pericolo vs Metodo81+",SICURIX_TALES_1088_812310_attivit_di_sanificazione_disinfezione_e__MISTO_v1.png
1089,81.23.91,Pulitura delle strade e rimozione di neve e ghiaccio,Misto,Improvvisix|Caosix|Hackix,Prepostix|Checkix,Pulitura delle strade e rimozione di neve e  — Pericolo vs Metodo81+,SICURIX_TALES_1089_812391_pulitura_delle_strade_e_rimozione_di_nev_MISTO_v1.png
1090,81.23.99,Altre attività di pulizia varie n.c.a.,Misto,Caosix|Segnalex|Permissionix,Formix|Scudix,Altre attività di pulizia varie n.c.a. — Pericolo vs Metodo81+,SICURIX_TALES_1090_812399_altre_attivit_di_pulizia_varie_n_c_a_MISTO_v1.png
