pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0801,47.79.32,Commercio al dettaglio di orologi e articoli di gioielleria di seconda mano,Sicurezza,Sottovalutix|Frettix,Prepostix|Checkix,Commercio al dettaglio di orologi e articoli — Pericolo vs Metodo81+,SICURIX_TALES_0801_477932_commercio_al_dettaglio_di_orologi_e_arti_SICUREZZA_v1.png
0802,47.79.39,Commercio al dettaglio di altri articoli di seconda mano n.c.a.,Sicurezza,Frettix|Improvvisix,Formix|Scudix,Commercio al dettaglio di altri articoli di  — Pericolo vs Metodo81+,SICURIX_TALES_0802_477939_commercio_al_dettaglio_di_altri_articoli_SICUREZZA_v1.png
0803,47.81.10,Commercio al dettaglio di automobili e autoveicoli leggeri,Sicurezza,Improvvisix|Caosix,Checkix|Prepostix,Commercio al dettaglio di automobili e autov — Pericolo vs Metodo81+,SICURIX_TALES_0803_478110_commercio_al_dettaglio_di_automobili_e_a_SICUREZZA_v1.png
0804,47.81.20,Commercio al dettaglio di altri autoveicoli,Sicurezza,Caosix|Segnalex,Scudix|Formix,Commercio al dettaglio di altri autoveicoli — Pericolo vs Metodo81+,SICURIX_TALES_0804_478120_commercio_al_dettaglio_di_altri_autoveic_SICUREZZA_v1.png
0805,47.82.00,Commercio al dettaglio di parti e accessori di autoveicoli,Sicurezza,Segnalex|Riskix,Prepostix|Checkix,Commercio al dettaglio di parti e accessori  — Pericolo vs Metodo81+,SICURIX_TALES_0805_478200_commercio_al_dettaglio_di_parti_e_access_SICUREZZA_v1.png
0806,47.83.10,Commercio al dettaglio di motocicli,Sicurezza,Riskix|Cadutix,Formix|Scudix,Commercio al dettaglio di motocicli — Pericolo vs Metodo81+,SICURIX_TALES_0806_478310_commercio_al_dettaglio_di_motocicli_SICUREZZA_v1.png
0807,47.83.20,Commercio al dettaglio di parti e accessori di motocicli,Sicurezza,Cadutix|Schiaccix,Checkix|Prepostix,Commercio al dettaglio di parti e accessori  — Pericolo vs Metodo81+,SICURIX_TALES_0807_478320_commercio_al_dettaglio_di_parti_e_access_SICUREZZA_v1.png
0808,47.91.10,Attività di servizi di intermediazione per il commercio al dettaglio non specializzato di articoli di seconda mano,Sicurezza,Schiaccix|Voltix,Scudix|Formix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0808_479110_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0809,47.91.20,Attività di servizi di intermediazione per il commercio al dettaglio non specializzato di prodotti nuovi,Sicurezza,Voltix|Fumix,Prepostix|Checkix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0809_479120_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0810,47.92.10,Attività di servizi di intermediazione per il commercio al dettaglio specializzato di prodotti alimentari e bevande,HACCP,Dosagix|Acquaix,Chefix|Traccix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0810_479210_attivit_di_servizi_di_intermediazione_pe_HACCP_v1.png
0811,47.92.21,Attività di servizi di intermediazione per il commercio al dettaglio specializzato di autoveicoli e motocicli di seconda mano,Sicurezza,Polverix|Nondpix,Checkix|Prepostix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0811_479221_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0812,47.92.22,Attività di servizi di intermediazione per il commercio al dettaglio specializzato di parti e accessori di autoveicoli e motocicli di seconda mano,Sicurezza,Nondpix|Segnalex,Scudix|Formix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0812_479222_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0813,47.92.29,Attività di servizi di intermediazione per il commercio al dettaglio specializzato di altri articoli di seconda mano,Sicurezza,Segnalex|Sottovalutix,Prepostix|Checkix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0813_479229_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0814,47.92.31,"Attività di servizi di intermediazione per il commercio al dettaglio specializzato di autoveicoli, esclusi articoli di seconda mano",Sicurezza,Sottovalutix|Frettix,Formix|Scudix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0814_479231_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0815,47.92.32,"Attività di servizi di intermediazione per il commercio al dettaglio specializzato di parti e accessori di autoveicoli, esclusi articoli di seconda mano",Sicurezza,Frettix|Improvvisix,Checkix|Prepostix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0815_479232_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0816,47.92.33,"Attività di servizi di intermediazione per il commercio al dettaglio specializzato di motocicli, parti e accessori di motocicli, esclusi articoli di seconda mano",Sicurezza,Improvvisix|Caosix,Scudix|Formix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0816_479233_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0817,47.92.34,"Attività di servizi di intermediazione per il commercio al dettaglio specializzato di elettrodomestici e altri articoli per la casa, esclusi articoli di seconda mano",Sicurezza,Caosix|Segnalex,Prepostix|Checkix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0817_479234_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0818,47.92.35,"Attività di servizi di intermediazione per il commercio al dettaglio specializzato di prodotti tessili, articoli di abbigliamento e calzature, esclusi articoli di seconda mano",Sicurezza,Segnalex|Riskix,Formix|Scudix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0818_479235_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0819,47.92.36,"Attività di servizi di intermediazione per il commercio al dettaglio specializzato di cosmetici e di articoli di profumeria, esclusi articoli di seconda mano",Sicurezza,Riskix|Cadutix,Checkix|Prepostix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0819_479236_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0820,47.92.39,Attività di servizi di intermediazione per il commercio al dettaglio specializzato di prodotti nuovi n.c.a.,Sicurezza,Cadutix|Schiaccix,Scudix|Formix,Attività di servizi di intermediazione per i — Pericolo vs Metodo81+,SICURIX_TALES_0820_479239_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0821,49.11.00,Trasporto di passeggeri su ferrovia pesante,Sicurezza,Schiaccix|Voltix,Prepostix|Checkix,Trasporto di passeggeri su ferrovia pesante — Pericolo vs Metodo81+,SICURIX_TALES_0821_491100_trasporto_di_passeggeri_su_ferrovia_pesa_SICUREZZA_v1.png
0822,49.12.00,Altri trasporti ferroviari di passeggeri,Sicurezza,Voltix|Fumix,Formix|Scudix,Altri trasporti ferroviari di passeggeri — Pericolo vs Metodo81+,SICURIX_TALES_0822_491200_altri_trasporti_ferroviari_di_passeggeri_SICUREZZA_v1.png
0823,49.20.00,Trasporto ferroviario di merci,Sicurezza,Fumix|Polverix,Checkix|Prepostix,Trasporto ferroviario di merci — Pericolo vs Metodo81+,SICURIX_TALES_0823_492000_trasporto_ferroviario_di_merci_SICUREZZA_v1.png
0824,49.31.01,Trasporto di linea di passeggeri su strada specializzato per visite turistiche,Sicurezza,Polverix|Nondpix,Scudix|Formix,Trasporto di linea di passeggeri su strada s — Pericolo vs Metodo81+,SICURIX_TALES_0824_493101_trasporto_di_linea_di_passeggeri_su_stra_SICUREZZA_v1.png
0825,49.31.02,Altri trasporti di linea di passeggeri su strada,Sicurezza,Nondpix|Segnalex,Prepostix|Checkix,Altri trasporti di linea di passeggeri su st — Pericolo vs Metodo81+,SICURIX_TALES_0825_493102_altri_trasporti_di_linea_di_passeggeri_s_SICUREZZA_v1.png
0826,49.32.01,Trasporto non di linea di passeggeri su strada specializzato per visite turistiche,Sicurezza,Segnalex|Sottovalutix,Formix|Scudix,Trasporto non di linea di passeggeri su stra — Pericolo vs Metodo81+,SICURIX_TALES_0826_493201_trasporto_non_di_linea_di_passeggeri_su__SICUREZZA_v1.png
